StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId
2,Recording_2,Process_2,2022-02-21T06:41:36+00:00,Press button in window,Button 'SharePoint' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'SharePoint\\'']\n""]",4.0,Login to collaborative tool,Event_5
3,Recording_2,Process_2,2022-02-21T06:41:39+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -16 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Login to collaborative tool,Event_5
4,Recording_2,Process_2,2022-02-21T06:41:43+00:00,Click UI element in window,Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 67 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6.0,Login to collaborative tool,Event_5
5,Recording_2,Process_2,2022-02-21T06:41:46+00:00,Select menu option in window,Menu Item 'New' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'New\\'']\n""]",7.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
6,Recording_2,Process_2,2022-02-21T06:41:49+00:00,Click UI element in window,Group in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -30 OffsetY: 52 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",8.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
7,Recording_2,Process_2,2022-02-21T06:41:56+00:00,Click UI element in window,Text 'Document6' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Document6\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 5 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
8,Recording_2,Process_2,2022-02-21T06:42:03+00:00,Click UI element in window,Text 'File Name' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'File Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",10.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
9,Recording_2,Process_2,2022-02-21T06:42:12+00:00,Populate text field in window,Edit 'File Name' in Pane 'New Tab - Google Chrome - Name'; Text:'Feedback points on project A',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'File Name\\''] Text: 'Feedback points on project A' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",11.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
10,Recording_2,Process_2,2022-02-21T06:42:19+00:00,Click UI element in window,Text 'Saved' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Saved\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -3 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",12.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
11,Recording_2,Process_2,2022-02-21T06:42:21+00:00,Click UI element in window,Pane in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Pane'] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 36 OffsetY: -48 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",13.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
12,Recording_2,Process_2,2022-02-21T06:42:22+00:00,Send keys,TextToSend:'1. {RShiftKey}(Q)uality issues internal as well as external{Return}{LShiftKey}(){RShiftKey}(C)ounting of hours{Return}{LShiftKey}(M)anpoower {Back}{Back}{Back}{Back}{Back}wer issue{Return}{RShiftKey}(TAT) need to be complete{Return}{LControlKey}({S}{S})',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '1.{Space}{RShiftKey}(Q)uality{Space}issues{Space}internal{Space}as{Space}well{Space}as{Space}external{Return}{LShiftKey}(){RShiftKey}(C)ounting{Space}of{Space}hours{Return}{LShiftKey}(M)anpoower{Space}{Back}{Back}{Back}{Back}{Back}wer{Space}issue{Return}{RShiftKey}(TAT){Space}need{Space}to{Space}be{Space}complete{Return}{LControlKey}({S}{S})'\n""]",14.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
13,Recording_2,Process_2,2022-02-21T06:43:23+00:00,Select tab in window,Tab Item 'Feedback points on project A' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectTab Tab: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Tab Item \\'Feedback points on project A\\'']\n""]",15.0," To collect the feedback points on ongoing project, prepare a word document",Event_6
14,Recording_2,Process_2,2022-02-21T06:43:32+00:00,Drag and drop UI element in window,Image in Button 'New Tab' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 0 MouseDownOffsetX: -1 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'New Tab\\''] MouseUpOffsetY: 3 MouseUpOffsetX: 1 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Image'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",16.0,"To set up a meeting with CEO, open the calender",Event_7
15,Recording_2,Process_2,2022-02-21T06:43:35+00:00,Click UI element in window,Document in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Document'] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -57 OffsetY: 95 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",17.0,"To set up a meeting with CEO, open the calender",Event_7
16,Recording_2,Process_2,2022-02-21T06:43:55+00:00,Click UI element in window,Data Item '25' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'25\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -2 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",18.0,Select the date and set event  ,Event_8
17,Recording_2,Process_2,2022-02-21T06:43:57+00:00,Select menu option in window,Menu Item 'Create' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'Create\\'']\n""]",19.0,Select the date and set event  ,Event_8
18,Recording_2,Process_2,2022-02-21T06:44:04+00:00,Click UI element in window,Text 'Event' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Event\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -5 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",20.0,Select the date and set event  ,Event_8
19,Recording_2,Process_2,2022-02-21T06:44:24+00:00,Populate text field in window,Edit 'Add title' in Pane 'New Tab - Google Chrome - Name'; Text:'Meeting with CEO on project A',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'Add title\\''] Text: 'Meeting with CEO on project A' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",21.0,Select the date and set event  ,Event_8
20,Recording_2,Process_2,2022-02-21T06:44:32+00:00,Click UI element in window,"Button 'Friday,  ...  not repeat' in Pane 'New Tab - Google Chrome - Name'",chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Friday,  ...  not repeat\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 82 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",22.0,Select the date and set event  ,Event_8
21,Recording_2,Process_2,2022-02-21T06:44:37+00:00,Click UI element in window,Button 'Save' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Save\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -8 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",,Select the date and set event  ,Event_8
0,Recording_3,Process_2,2022-02-21T06:50:52+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",2.0,Open the web-based collaborative platform,Event_9
1,Recording_3,Process_2,2022-02-21T06:50:57+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3.0,Open the web-based collaborative platform,Event_9
2,Recording_3,Process_2,2022-02-21T06:50:58+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4.0,Open the web-based collaborative platform,Event_9
3,Recording_3,Process_2,2022-02-21T06:51:03+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox',firefox,o365 - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'o365 - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -49 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Open the web-based collaborative platform,Event_9
4,Recording_3,Process_2,2022-02-21T06:51:09+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Menu Item \\'App launcher\\'']\n""]",6.0,Open the web-based collaborative platform,Event_9
5,Recording_3,Process_2,2022-02-21T06:51:12+00:00,Click UI element in window,Hyperlink 'SharePoint' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'SharePoint\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 43 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7.0,Open the web-based collaborative platform,Event_9
6,Recording_3,Process_2,2022-02-21T06:51:15+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Window 'SharePoint — Mozilla Firefox',firefox,SharePoint — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'SharePoint — Mozilla Firefox\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9.0,Open the web-based collaborative platform,Event_9
7,Recording_3,Process_2,2022-02-21T06:51:27+00:00,Click UI element in window,Hyperlink 'Documents' in Window 'Project RoadMap - Home — Mozilla Firefox',firefox,Project RoadMap - Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Project RoadMap - Home — Mozilla Firefox\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -31 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",10.0, Create a word document to collect feedback points,Event_10
8,Recording_3,Process_2,2022-02-21T06:51:33+00:00,Select menu option in window,Menu Item 'New' in Window 'Project  ...  — Mozilla Firefox',firefox,Project RoadMap - Documents - All Documents — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Project  ...  — Mozilla Firefox\\'']['Menu Item \\'New\\'']\n""]",11.0, Create a word document to collect feedback points,Event_10
9,Recording_3,Process_2,2022-02-21T06:51:41+00:00,Select menu option in window,MenuItem: New in Window 'Project  ...  — Mozilla Firefox',firefox,Project RoadMap - Documents - All Documents — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Project  ...  — Mozilla Firefox\\'']['MenuItem: New']\n""]",12.0, Create a word document to collect feedback points,Event_10
10,Recording_3,Process_2,2022-02-21T06:51:48+00:00,Click UI element in window,UI Custom in Window 'Document8.docx — Mozilla Firefox',firefox,Document8.docx — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Document8.docx — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick\n""]",13.0, Create a word document to collect feedback points,Event_10
11,Recording_3,Process_2,2022-02-21T06:51:49+00:00,Send keys,TextToSend:'{LShiftKey}(FD){Back}eedback poo{Back}ints{Return}1. {LShiftKey}(W)eb browsers working very slow{Return}2.{Back}{Back}guideline is missing',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LShiftKey}(FD){Back}eedback{Space}poo{Back}ints{Return}1.{Space}{LShiftKey}(W)eb{Space}browsers{Space}working{Space}very{Space}slow{Return}2.{Back}{Back}guideline{Space}is{Space}missing'\n""]",14.0, Create a word document to collect feedback points,Event_10
12,Recording_3,Process_2,2022-02-21T06:52:34+00:00,Select tab in window,Tab Item 'Document8.docx' in Window 'Document8.docx — Mozilla Firefox',firefox,Document8.docx — Mozilla Firefox,"[""UIAutomation.SelectTab Tab: appmask['Window \\'Document8.docx — Mozilla Firefox\\'']['Tab Item \\'Document8.docx\\'']\n""]",15.0, Create a word document to collect feedback points,Event_10
13,Recording_3,Process_2,2022-02-21T06:52:39+00:00,Press button in window,Outlook 2013 - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Outlook 2013 - 1 running window']\n""]",16.0,Go to the calender,Event_11
14,Recording_3,Process_2,2022-02-21T06:52:41+00:00,Press button in window,Button 'Calendar' in Window 'Inbox - Email@Domain - Outlook',OUTLOOK,Inbox - Email@Domain - Outlook,"[""UIAutomation.PressButton Button: appmask['Window \\'Inbox - Email@Domain - Outlook\\'']['Button \\'Calendar\\'']\n""]",17.0,Go to the calender,Event_11
15,Recording_3,Process_2,2022-02-21T06:52:48+00:00,Click UI element in window,"List 'Month View, 31  ...  March 2022 12:00am' in Window 'Calendar - Email@Domain - Outlook'",OUTLOOK,Calendar - Email@Domain - Outlook,"[""UIAutomation.Click Element: appmask['Window \\'Calendar - Email@Domain - Outlook\\'']['List \\'Month View, 31  ...  March 2022 12:00am\\''] ClickType: UIAutomation.ClickType.RightClick OffsetX: -245 OffsetY: 95 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",18.0,Schedule a meeting with CEO on suitable date.,Event_12
16,Recording_3,Process_2,2022-02-21T06:53:00+00:00,Select menu option in window,Menu Item 'New Appointment' in Window 'Calendar - Email@Domain - Outlook',OUTLOOK,Calendar - Email@Domain - Outlook,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Calendar - Email@Domain - Outlook\\'']['Menu Item \\'New Appointment\\'']\n""]",19.0,Schedule a meeting with CEO on suitable date.,Event_12
17,Recording_3,Process_2,2022-02-21T06:53:05+00:00,Click UI element in window,Document 'Subject' in Window 'Untitled - Appointment  ',OUTLOOK,Untitled - Appointment  ,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Appointment  \\'']['Document \\'Subject\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 31 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20.0,Schedule a meeting with CEO on suitable date.,Event_12
